Idioma,Grupo de página,Ruta HTML exacta,Imagen referenciada,src,width declarado,height declarado,Anchura física real,Altura física real,Relación declarada,Relación física,Error exacto,Corrección necesaria,Ruta física de imagen,Diferencia ratio (%),Fuente
FR,HOME,fr/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
FR,HOME,fr/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
FR,HOME,fr/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
FR,HOME,fr/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
FR,HOME,fr/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
EN,LOCATION_CONTACT,location-contact/index.html,rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,1200,800,585,594,1.5,0.984848,Relación declarada difiere 52.31% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""585"" height=""594"", validando CSS.",images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,52.3077,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_INDEX,blog/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
CA,HOME,cat/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
SV,HOME,sv/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,9.webp,https://rentalscooterbarcelona.com/images/9.webp,800,600,300,300,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""300"" height=""300"", validando CSS.",images/9.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,skateboards-rental-barcelona.webp,https://rentalscooterbarcelona.com/images/skateboards-rental-barcelona.webp,800,600,514,510,1.333333,1.007843,Relación declarada difiere 32.30% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""514"" height=""510"", validando CSS.",images/skateboards-rental-barcelona.webp,32.2957,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,2.webp,https://rentalscooterbarcelona.com/images/2.webp,800,600,400,400,1.333333,1,Relación declarada difiere 33.33% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""400"" height=""400"", validando CSS.",images/2.webp,33.3333,RSB-002 · ZIP auditado + dimensiones físicas
DE,HOME,de/index.html,rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,800,600,800,1200,1.333333,0.666667,Relación declarada difiere 100.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""1200"", validando CSS.",images/rsb-barcelona-rental-rsb-villa-olimpica-del-poble-nou--rent-skateboard-barcelona-soleado-800-v1.webp,100,RSB-002 · ZIP auditado + dimensiones físicas
EN,SCOOTER,scooter/index.html,rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,1536,864,1536,672,1.777778,2.285714,Relación declarada difiere 22.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1536"" height=""672"", validando CSS.",images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,22.2222,RSB-002 · ZIP auditado + dimensiones físicas
